order,cited_count,global,cluster
580,7,42.85714285714285,0
581,7,71.42857142857143,0
582,7,57.14285714285714,0
583,7,85.71428571428571,0
584,7,71.42857142857143,0
585,7,85.71428571428571,0
586,7,71.42857142857143,0
587,7,85.71428571428571,0
588,7,28.57142857142857,1
589,7,14.285714285714285,1
590,7,85.71428571428571,0
591,7,71.42857142857143,0
592,7,57.14285714285714,0
593,7,85.71428571428571,0
594,7,85.71428571428571,0
595,7,28.57142857142857,1
596,7,71.42857142857143,0
597,7,85.71428571428571,0
598,7,71.42857142857143,0
599,7,71.42857142857143,0
600,7,71.42857142857143,0
601,7,85.71428571428571,0
602,7,71.42857142857143,0
603,7,100.0,0
604,7,100.0,0
605,7,71.42857142857143,0
606,7,100.0,0
607,7,71.42857142857143,0
608,7,85.71428571428571,0
609,7,28.57142857142857,1
610,7,71.42857142857143,0
611,7,57.14285714285714,0
612,7,57.14285714285714,0
613,7,71.42857142857143,0
614,7,71.42857142857143,0
615,7,100.0,0
616,7,71.42857142857143,0
617,7,71.42857142857143,0
618,7,42.85714285714285,0
619,7,42.85714285714285,0
620,7,100.0,0
621,7,100.0,0
622,7,42.85714285714285,0
623,7,57.14285714285714,0
624,7,71.42857142857143,0
625,6,50.0,0
626,6,83.33333333333334,0
627,6,100.0,0
628,6,100.0,0
629,6,100.0,0
630,6,83.33333333333334,0
631,6,100.0,0
632,6,83.33333333333334,0
633,6,50.0,0
634,6,66.66666666666666,0
635,6,66.66666666666666,0
636,6,83.33333333333334,0
637,6,100.0,0
638,6,100.0,0
639,6,100.0,0
640,6,66.66666666666666,0
641,6,50.0,0
642,6,50.0,0
643,6,16.666666666666664,1
644,6,100.0,0
645,6,83.33333333333334,0
646,6,66.66666666666666,0
647,6,83.33333333333334,0
648,6,50.0,0
649,6,100.0,0
650,6,66.66666666666666,0
651,6,100.0,0
652,6,50.0,0
653,6,50.0,0
654,6,33.33333333333333,1
655,6,100.0,0
656,6,83.33333333333334,0
657,6,0.0,1
658,6,66.66666666666666,0
659,6,100.0,0
660,6,83.33333333333334,0
661,6,83.33333333333334,0
662,6,83.33333333333334,0
663,6,66.66666666666666,0
664,6,83.33333333333334,0
665,6,83.33333333333334,0
666,6,33.33333333333333,1
667,6,83.33333333333334,0
668,6,83.33333333333334,0
669,6,66.66666666666666,0
670,6,100.0,0
671,6,66.66666666666666,0
672,6,66.66666666666666,0
673,6,83.33333333333334,0
674,6,100.0,0
675,6,83.33333333333334,0
676,6,66.66666666666666,0
677,5,100.0,0
678,5,60.0,0
679,5,100.0,0
680,5,20.0,1
681,5,80.0,0
682,5,60.0,0
683,5,40.0,1
684,5,40.0,1
685,5,80.0,0
686,5,60.0,0
687,5,80.0,0
688,5,40.0,1
689,5,40.0,1
690,5,60.0,0
691,5,100.0,0
692,5,100.0,0
693,5,60.0,0
694,5,100.0,0
695,5,40.0,1
696,5,100.0,0
697,5,60.0,0
698,5,40.0,1
699,5,100.0,0
700,5,40.0,1
701,5,80.0,0
702,5,80.0,0
703,5,80.0,0
704,5,80.0,0
705,5,80.0,0
706,5,100.0,0
707,5,80.0,0
708,5,60.0,0
709,5,100.0,0
710,5,80.0,0
711,5,80.0,0
712,5,100.0,0
713,5,60.0,0
714,5,40.0,1
715,5,60.0,0
716,5,60.0,0
717,5,80.0,0
718,5,80.0,0
719,5,60.0,0
720,5,100.0,0
721,5,60.0,0
722,5,40.0,1
723,5,60.0,0
724,5,60.0,0
725,5,60.0,0
726,5,40.0,1
727,5,100.0,0
728,5,80.0,0
729,5,60.0,0
730,5,100.0,0
731,5,80.0,0
732,5,60.0,0
733,5,80.0,0
734,5,80.0,0
735,5,60.0,0
736,5,0.0,1
737,5,60.0,0
738,5,100.0,0
739,5,80.0,0
740,5,80.0,0
741,5,80.0,0
742,5,60.0,0
743,5,40.0,1
744,5,100.0,0
745,5,40.0,1
746,5,60.0,0
747,5,20.0,1
748,5,60.0,0
749,4,75.0,0
750,4,75.0,0
751,4,50.0,0
752,4,100.0,0
753,4,100.0,0
754,4,100.0,0
755,4,50.0,0
756,4,75.0,0
757,4,75.0,0
758,4,75.0,0
759,4,75.0,0
760,4,50.0,0
761,4,100.0,0
762,4,50.0,0
763,4,75.0,0
764,4,100.0,0
765,4,75.0,0
766,4,0.0,1
767,4,100.0,0
768,4,75.0,0
769,4,50.0,0
770,4,100.0,0
771,4,25.0,1
772,4,50.0,0
773,4,50.0,0
774,4,50.0,0
775,4,75.0,0
776,4,75.0,0
777,4,50.0,0
778,4,75.0,0
779,4,0.0,1
780,4,100.0,0
781,4,100.0,0
782,4,75.0,0
783,4,100.0,0
784,4,75.0,0
785,4,75.0,0
786,4,75.0,0
787,4,100.0,0
788,4,50.0,0
789,4,75.0,0
790,4,100.0,0
791,4,50.0,0
792,4,50.0,0
793,4,75.0,0
794,4,100.0,0
795,4,25.0,1
796,4,100.0,0
797,4,75.0,0
798,4,50.0,0
799,4,50.0,0
800,4,25.0,1
801,4,25.0,1
802,4,50.0,0
803,4,75.0,0
804,4,50.0,0
805,4,75.0,0
806,4,75.0,0
807,4,50.0,0
808,4,100.0,0
809,4,100.0,0
810,4,75.0,0
811,4,100.0,0
812,4,50.0,0
813,4,75.0,0
814,4,50.0,0
815,4,50.0,0
816,4,75.0,0
817,4,100.0,0
818,4,100.0,0
819,4,75.0,0
820,4,100.0,0
821,4,100.0,0
822,4,100.0,0
823,4,75.0,0
824,4,100.0,0
825,4,75.0,0
826,4,75.0,0
827,4,75.0,0
828,4,75.0,0
829,4,25.0,1
830,3,66.66666666666666,0
831,3,100.0,0
832,3,33.33333333333333,1
833,3,33.33333333333333,1
834,3,66.66666666666666,0
835,3,100.0,0
836,3,100.0,0
837,3,0.0,1
838,3,100.0,0
839,3,33.33333333333333,1
840,3,100.0,0
841,3,66.66666666666666,0
842,3,66.66666666666666,0
843,3,66.66666666666666,0
844,3,66.66666666666666,0
845,3,66.66666666666666,0
846,3,66.66666666666666,0
847,3,66.66666666666666,0
848,3,100.0,0
849,3,0.0,1
850,3,66.66666666666666,0
851,3,33.33333333333333,1
852,3,33.33333333333333,1
853,3,100.0,0
854,3,100.0,0
855,3,66.66666666666666,0
856,3,100.0,0
857,3,66.66666666666666,0
858,3,33.33333333333333,1
859,3,33.33333333333333,1
860,3,0.0,1
861,3,66.66666666666666,0
862,3,100.0,0
863,3,66.66666666666666,0
864,3,66.66666666666666,0
865,3,100.0,0
866,3,66.66666666666666,0
867,3,100.0,0
868,3,33.33333333333333,1
869,3,33.33333333333333,1
870,3,66.66666666666666,0
871,3,66.66666666666666,0
872,3,100.0,0
873,3,66.66666666666666,0
874,3,100.0,0
875,3,100.0,0
876,3,66.66666666666666,0
877,3,33.33333333333333,1
878,3,100.0,0
879,3,33.33333333333333,1
880,3,33.33333333333333,1
881,3,100.0,0
882,3,100.0,0
883,3,66.66666666666666,0
884,3,100.0,0
885,3,100.0,0
886,3,100.0,0
887,3,100.0,0
888,3,0.0,1
889,3,66.66666666666666,0
890,3,66.66666666666666,0
891,3,33.33333333333333,1
892,3,100.0,0
893,3,100.0,0
894,3,100.0,0
895,3,33.33333333333333,1
896,3,66.66666666666666,0
897,3,66.66666666666666,0
898,3,66.66666666666666,0
899,3,0.0,1
900,3,100.0,0
901,3,100.0,0
902,3,100.0,0
903,3,33.33333333333333,1
904,3,66.66666666666666,0
905,3,100.0,0
906,3,100.0,0
907,3,33.33333333333333,1
908,3,66.66666666666666,0
909,3,66.66666666666666,0
910,3,100.0,0
911,3,33.33333333333333,1
912,3,66.66666666666666,0
913,3,33.33333333333333,1
914,3,66.66666666666666,0
915,3,66.66666666666666,0
916,3,66.66666666666666,0
917,2,50.0,0
918,2,100.0,0
919,2,100.0,0
920,2,100.0,0
921,2,50.0,0
922,2,100.0,0
923,2,100.0,0
924,2,100.0,0
925,2,50.0,0
926,2,100.0,0
927,2,50.0,0
928,2,100.0,0
929,2,50.0,0
930,2,100.0,0
931,2,100.0,0
932,2,100.0,0
933,2,100.0,0
934,2,50.0,0
935,2,100.0,0
936,2,100.0,0
937,2,50.0,0
938,2,50.0,0
939,2,0.0,1
940,2,100.0,0
941,2,50.0,0
942,2,100.0,0
943,2,100.0,0
944,2,50.0,0
945,2,100.0,0
946,2,100.0,0
947,2,50.0,0
948,2,50.0,0
949,2,100.0,0
950,2,50.0,0
951,2,100.0,0
952,2,50.0,0
953,2,100.0,0
954,2,100.0,0
955,2,0.0,1
956,2,100.0,0
957,2,50.0,0
958,2,50.0,0
959,2,50.0,0
960,2,100.0,0
961,2,100.0,0
962,2,50.0,0
963,2,100.0,0
964,2,50.0,0
965,2,50.0,0
966,2,50.0,0
967,2,50.0,0
968,2,0.0,1
969,2,0.0,1
970,2,50.0,0
971,2,100.0,0
972,2,0.0,1
973,2,0.0,1
974,2,100.0,0
975,2,100.0,0
976,2,50.0,0
977,2,100.0,0
978,2,50.0,0
979,2,100.0,0
980,2,100.0,0
981,2,100.0,0
982,2,100.0,0
983,2,50.0,0
984,2,50.0,0
985,2,100.0,0
986,2,100.0,0
987,2,50.0,0
988,2,100.0,0
989,2,100.0,0
990,2,100.0,0
991,2,50.0,0
992,2,100.0,0
993,2,100.0,0
994,2,100.0,0
995,2,50.0,0
996,2,50.0,0
997,2,50.0,0
998,2,100.0,0
999,2,100.0,0
1000,2,50.0,0
1001,2,0.0,1
1002,2,0.0,1
1003,2,100.0,0
1004,2,50.0,0
1005,2,0.0,1
1006,2,50.0,0
1007,2,100.0,0
1008,1,100.0,0
1009,1,0.0,1
1010,1,100.0,0
1011,1,0.0,1
1012,1,100.0,0
1013,1,100.0,0
1014,1,0.0,1
1015,1,100.0,0
1016,1,100.0,0
1017,1,100.0,0
1018,1,100.0,0
1019,1,0.0,1
1020,1,100.0,0
1021,1,0.0,1
1022,1,100.0,0
1023,1,100.0,0
1024,1,100.0,0
1025,1,100.0,0
1026,1,0.0,1
1027,1,100.0,0
1028,1,100.0,0
1029,1,100.0,0
1030,1,100.0,0
1031,1,0.0,1
1032,1,0.0,1
1033,1,100.0,0
1034,1,100.0,0
1035,1,0.0,1
1036,1,100.0,0
1037,1,100.0,0
1038,1,100.0,0
1039,1,100.0,0
1040,1,100.0,0
1041,1,100.0,0
1042,1,100.0,0
1043,1,100.0,0
1044,1,0.0,1
1045,1,100.0,0
1046,1,100.0,0
1047,1,100.0,0
1048,1,100.0,0
1049,1,0.0,1
1050,1,100.0,0
1051,1,0.0,1
1052,1,100.0,0
1053,1,100.0,0
1054,1,0.0,1
1055,1,100.0,0
1056,1,100.0,0
1057,1,100.0,0
1058,1,100.0,0
1059,1,0.0,1
1060,1,100.0,0
1061,1,100.0,0
1062,1,100.0,0
1063,1,0.0,1
1064,1,0.0,1
1065,1,100.0,0
1066,1,0.0,1
1067,1,0.0,1
1068,1,0.0,1
1069,1,100.0,0
1070,1,0.0,1
1071,1,100.0,0
1072,1,100.0,0
1073,1,100.0,0
1074,1,0.0,1
1075,1,100.0,0
1076,1,100.0,0
1077,1,0.0,1
1078,1,0.0,1
1079,1,100.0,0
1080,1,0.0,1
1081,1,0.0,1
1082,1,0.0,1
1083,1,100.0,0
1084,1,100.0,0
1085,1,0.0,1
1086,1,100.0,0
1087,1,0.0,1
1088,1,100.0,0
1089,1,100.0,0
1090,1,100.0,0
1091,1,100.0,0
1092,1,100.0,0
1093,1,100.0,0
1094,1,100.0,0
1095,1,100.0,0
1096,1,100.0,0
1097,1,100.0,0
1098,1,100.0,0
1099,1,100.0,0
1100,1,100.0,0
1101,1,0.0,1
1102,1,100.0,0
1103,1,100.0,0
1104,1,100.0,0
1105,1,100.0,0
1106,1,0.0,1
1107,1,100.0,0
1108,1,0.0,1
1109,1,100.0,0
1110,1,0.0,1
1111,1,100.0,0
1112,1,100.0,0
1113,1,100.0,0
1114,1,100.0,0
1115,1,100.0,0
1116,1,100.0,0
1117,1,100.0,0
1118,1,100.0,0
1119,1,100.0,0
1120,1,100.0,0
1121,1,100.0,0
1122,1,100.0,0
1123,1,100.0,0
1124,1,100.0,0
1125,1,100.0,0
1126,1,100.0,0
1127,1,100.0,0
1128,1,0.0,1
1129,1,100.0,0
1130,1,100.0,0
1131,1,100.0,0
1132,1,0.0,1
1133,1,0.0,1
1134,1,100.0,0
1135,1,0.0,1
1136,1,100.0,0
1137,1,0.0,1
1138,1,100.0,0
1139,1,100.0,0
1140,1,0.0,1
1141,0,0.0,1
1142,0,0.0,1
1143,0,0.0,1
1144,0,0.0,1
1145,0,0.0,1
1146,0,0.0,1
1147,0,0.0,1
1148,0,0.0,1
1149,0,0.0,1
1150,0,0.0,1
1151,0,0.0,1
1152,0,0.0,1
1153,0,0.0,1
1154,0,0.0,1
1155,0,0.0,1
1156,0,0.0,1
1157,0,0.0,1
1158,0,0.0,1
1159,0,0.0,1
1160,0,0.0,1
1161,0,0.0,1
1162,0,0.0,1
1163,0,0.0,1
1164,0,0.0,1
