order,citations_count,title,cities_link,main_link
169,28,A cohort study of 196 Thai shrimp ponds reveals a complex etiology for early mortality syndrome (EMS),https://www.scopus.com/search/submit/citedby.uri?origin=resultslist&src=s&eid=2-s2.0-85046171203,https://www.scopus.com/record/display.uri?eid=2-s2.0-85046171203&origin=resultslist&sort=cp-f&src=s&sid=b761fae56c7c7610cc923d0c91ec3b72&sot=b&sdt=cl&s=AFFIL%28kasetsart+university%29&sl=27&sessionSearchId=b761fae56c7c7610cc923d0c91ec3b72&relpos=168
170,28,Synthesis and investigations of mineral ions-loaded apatite from fish scale and PLA/chitosan composite for bone scaffolds,https://www.scopus.com/search/submit/citedby.uri?origin=resultslist&src=s&eid=2-s2.0-85044130494,https://www.scopus.com/record/display.uri?eid=2-s2.0-85044130494&origin=resultslist&sort=cp-f&src=s&sid=b761fae56c7c7610cc923d0c91ec3b72&sot=b&sdt=cl&s=AFFIL%28kasetsart+university%29&sl=27&sessionSearchId=b761fae56c7c7610cc923d0c91ec3b72&relpos=169
171,28,Soil-to-plant transfer factors of natural radionuclides (226Ra and 40K) in selected Thai medicinal plants,https://www.scopus.com/search/submit/citedby.uri?origin=resultslist&src=s&eid=2-s2.0-85040234800,https://www.scopus.com/record/display.uri?eid=2-s2.0-85040234800&origin=resultslist&sort=cp-f&src=s&sid=b761fae56c7c7610cc923d0c91ec3b72&sot=b&sdt=cl&s=AFFIL%28kasetsart+university%29&sl=27&sessionSearchId=b761fae56c7c7610cc923d0c91ec3b72&relpos=170
172,28,Performance Analysis of DF/AF Cooperative MISO Wireless Sensor Networks with NOMA and SWIPT over Nakagami-m Fading,https://www.scopus.com/search/submit/citedby.uri?origin=resultslist&src=s&eid=2-s2.0-85054355131,https://www.scopus.com/record/display.uri?eid=2-s2.0-85054355131&origin=resultslist&sort=cp-f&src=s&sid=b761fae56c7c7610cc923d0c91ec3b72&sot=b&sdt=cl&s=AFFIL%28kasetsart+university%29&sl=27&sessionSearchId=b761fae56c7c7610cc923d0c91ec3b72&relpos=171
173,27,Education Systems in the Digital Age: The Need for Alignment,https://www.scopus.com/search/submit/citedby.uri?origin=resultslist&src=s&eid=2-s2.0-85052158487,https://www.scopus.com/record/display.uri?eid=2-s2.0-85052158487&origin=resultslist&sort=cp-f&src=s&sid=b761fae56c7c7610cc923d0c91ec3b72&sot=b&sdt=cl&s=AFFIL%28kasetsart+university%29&sl=27&sessionSearchId=b761fae56c7c7610cc923d0c91ec3b72&relpos=172
174,27,The application of ohmic heating for inulin extraction from the wet-milled and dry-milled powders of Jerusalem artichoke (Helianthus tuberosus L.) tuber,https://www.scopus.com/search/submit/citedby.uri?origin=resultslist&src=s&eid=2-s2.0-85047798378,https://www.scopus.com/record/display.uri?eid=2-s2.0-85047798378&origin=resultslist&sort=cp-f&src=s&sid=b761fae56c7c7610cc923d0c91ec3b72&sot=b&sdt=cl&s=AFFIL%28kasetsart+university%29&sl=27&sessionSearchId=b761fae56c7c7610cc923d0c91ec3b72&relpos=173
175,27,Recovery stress enhancement in shape memory composites from silicon carbide whisker–filled benzoxazine-epoxy polymer alloy,https://www.scopus.com/search/submit/citedby.uri?origin=resultslist&src=s&eid=2-s2.0-85041325886,https://www.scopus.com/record/display.uri?eid=2-s2.0-85041325886&origin=resultslist&sort=cp-f&src=s&sid=b761fae56c7c7610cc923d0c91ec3b72&sot=b&sdt=cl&s=AFFIL%28kasetsart+university%29&sl=27&sessionSearchId=b761fae56c7c7610cc923d0c91ec3b72&relpos=174
176,27,"Genetic parameters for resistance against Flavobacterium columnare in Nile tilapia Oreochromis niloticus (Linnaeus, 1758)",https://www.scopus.com/search/submit/citedby.uri?origin=resultslist&src=s&eid=2-s2.0-85040368024,https://www.scopus.com/record/display.uri?eid=2-s2.0-85040368024&origin=resultslist&sort=cp-f&src=s&sid=b761fae56c7c7610cc923d0c91ec3b72&sot=b&sdt=cl&s=AFFIL%28kasetsart+university%29&sl=27&sessionSearchId=b761fae56c7c7610cc923d0c91ec3b72&relpos=175
177,27,Scopoletin from Lasianthus lucidus Blume (Rubiaceae): A potential antimicrobial against multidrug-resistant Pseudomonas aeruginosa,https://www.scopus.com/search/submit/citedby.uri?origin=resultslist&src=s&eid=2-s2.0-85062068737,https://www.scopus.com/record/display.uri?eid=2-s2.0-85062068737&origin=resultslist&sort=cp-f&src=s&sid=b761fae56c7c7610cc923d0c91ec3b72&sot=b&sdt=cl&s=AFFIL%28kasetsart+university%29&sl=27&sessionSearchId=b761fae56c7c7610cc923d0c91ec3b72&relpos=176
178,27,Detection of tilapia lake virus using conventional rt-pcr and sybr green rt-qpcr,https://www.scopus.com/search/submit/citedby.uri?origin=resultslist&src=s&eid=2-s2.0-85057084809,https://www.scopus.com/record/display.uri?eid=2-s2.0-85057084809&origin=resultslist&sort=cp-f&src=s&sid=b761fae56c7c7610cc923d0c91ec3b72&sot=b&sdt=cl&s=AFFIL%28kasetsart+university%29&sl=27&sessionSearchId=b761fae56c7c7610cc923d0c91ec3b72&relpos=177
179,26,Optimization of pumpkin and feed moisture content to produce healthy pumpkin-germinated brown rice extruded snacks,https://www.scopus.com/search/submit/citedby.uri?origin=resultslist&src=s&eid=2-s2.0-85057749335,https://www.scopus.com/record/display.uri?eid=2-s2.0-85057749335&origin=resultslist&sort=cp-f&src=s&sid=b761fae56c7c7610cc923d0c91ec3b72&sot=b&sdt=cl&s=AFFIL%28kasetsart+university%29&sl=27&sessionSearchId=b761fae56c7c7610cc923d0c91ec3b72&relpos=178
180,26,Effects of drum drying on physical and antioxidant properties of riceberry flour,https://www.scopus.com/search/submit/citedby.uri?origin=resultslist&src=s&eid=2-s2.0-85057619438,https://www.scopus.com/record/display.uri?eid=2-s2.0-85057619438&origin=resultslist&sort=cp-f&src=s&sid=b761fae56c7c7610cc923d0c91ec3b72&sot=b&sdt=cl&s=AFFIL%28kasetsart+university%29&sl=27&sessionSearchId=b761fae56c7c7610cc923d0c91ec3b72&relpos=179
181,26,"Effects of high pressure processing and hot water pasteurization of cooked sausages on inactivation of inoculated listeria monocytogenes, natural populations of lactic acid bacteria, pseudomonas spp., and coliforms and their recovery during storage at 4 and 108C",https://www.scopus.com/search/submit/citedby.uri?origin=resultslist&src=s&eid=2-s2.0-85051091106,https://www.scopus.com/record/display.uri?eid=2-s2.0-85051091106&origin=resultslist&sort=cp-f&src=s&sid=b761fae56c7c7610cc923d0c91ec3b72&sot=b&sdt=cl&s=AFFIL%28kasetsart+university%29&sl=27&sessionSearchId=b761fae56c7c7610cc923d0c91ec3b72&relpos=180
182,26,Statistical optimization for production of mefenamic acid–nicotinamide cocrystals using gas anti-solvent (GAS) process,https://www.scopus.com/search/submit/citedby.uri?origin=resultslist&src=s&eid=2-s2.0-85041587311,https://www.scopus.com/record/display.uri?eid=2-s2.0-85041587311&origin=resultslist&sort=cp-f&src=s&sid=b761fae56c7c7610cc923d0c91ec3b72&sot=b&sdt=cl&s=AFFIL%28kasetsart+university%29&sl=27&sessionSearchId=b761fae56c7c7610cc923d0c91ec3b72&relpos=181
183,26,Bioactive coconut protein concentrate films incorporated with antioxidant extract of mature coconut water,https://www.scopus.com/search/submit/citedby.uri?origin=resultslist&src=s&eid=2-s2.0-85042149856,https://www.scopus.com/record/display.uri?eid=2-s2.0-85042149856&origin=resultslist&sort=cp-f&src=s&sid=b761fae56c7c7610cc923d0c91ec3b72&sot=b&sdt=cl&s=AFFIL%28kasetsart+university%29&sl=27&sessionSearchId=b761fae56c7c7610cc923d0c91ec3b72&relpos=182
184,26,Correlates of Falls among Community-Dwelling Elderly in Thailand,https://www.scopus.com/search/submit/citedby.uri?origin=resultslist&src=s&eid=2-s2.0-85048194400,https://www.scopus.com/record/display.uri?eid=2-s2.0-85048194400&origin=resultslist&sort=cp-f&src=s&sid=b761fae56c7c7610cc923d0c91ec3b72&sot=b&sdt=cl&s=AFFIL%28kasetsart+university%29&sl=27&sessionSearchId=b761fae56c7c7610cc923d0c91ec3b72&relpos=183
185,26,The analysis of a vertically integrated organic rice company: A case study in Thailand,https://www.scopus.com/search/submit/citedby.uri?origin=resultslist&src=s&eid=2-s2.0-85047809634,https://www.scopus.com/record/display.uri?eid=2-s2.0-85047809634&origin=resultslist&sort=cp-f&src=s&sid=b761fae56c7c7610cc923d0c91ec3b72&sot=b&sdt=cl&s=AFFIL%28kasetsart+university%29&sl=27&sessionSearchId=b761fae56c7c7610cc923d0c91ec3b72&relpos=184
186,25,Does α-Tocopherol Flip-Flop Help to Protect Membranes Against Oxidation?,https://www.scopus.com/search/submit/citedby.uri?origin=resultslist&src=s&eid=2-s2.0-85056663060,https://www.scopus.com/record/display.uri?eid=2-s2.0-85056663060&origin=resultslist&sort=cp-f&src=s&sid=b761fae56c7c7610cc923d0c91ec3b72&sot=b&sdt=cl&s=AFFIL%28kasetsart+university%29&sl=27&sessionSearchId=b761fae56c7c7610cc923d0c91ec3b72&relpos=185
187,25,Performance of combined tillage tool operating under four different linkage configurations,https://www.scopus.com/search/submit/citedby.uri?origin=resultslist&src=s&eid=2-s2.0-85049515667,https://www.scopus.com/record/display.uri?eid=2-s2.0-85049515667&origin=resultslist&sort=cp-f&src=s&sid=b761fae56c7c7610cc923d0c91ec3b72&sot=b&sdt=cl&s=AFFIL%28kasetsart+university%29&sl=27&sessionSearchId=b761fae56c7c7610cc923d0c91ec3b72&relpos=186
188,25,Effective biological control of an invasive mealybug pest enhances root yield in cassava,https://www.scopus.com/search/submit/citedby.uri?origin=resultslist&src=s&eid=2-s2.0-85049105299,https://www.scopus.com/record/display.uri?eid=2-s2.0-85049105299&origin=resultslist&sort=cp-f&src=s&sid=b761fae56c7c7610cc923d0c91ec3b72&sot=b&sdt=cl&s=AFFIL%28kasetsart+university%29&sl=27&sessionSearchId=b761fae56c7c7610cc923d0c91ec3b72&relpos=187
189,25,Heat release analysis and thermal efficiency of a single cylinder diesel dual fuel engine with gasoline port injection,https://www.scopus.com/search/submit/citedby.uri?origin=resultslist&src=s&eid=2-s2.0-85045509996,https://www.scopus.com/record/display.uri?eid=2-s2.0-85045509996&origin=resultslist&sort=cp-f&src=s&sid=b761fae56c7c7610cc923d0c91ec3b72&sot=b&sdt=cl&s=AFFIL%28kasetsart+university%29&sl=27&sessionSearchId=b761fae56c7c7610cc923d0c91ec3b72&relpos=188
190,25,Diagnosis and genetic analysis of the worldwide distributed Rattus-borne Trypanosoma (Herpetosoma) lewisi and its allied species in blood and fleas of rodents,https://www.scopus.com/search/submit/citedby.uri?origin=resultslist&src=s&eid=2-s2.0-85028917182,https://www.scopus.com/record/display.uri?eid=2-s2.0-85028917182&origin=resultslist&sort=cp-f&src=s&sid=b761fae56c7c7610cc923d0c91ec3b72&sot=b&sdt=cl&s=AFFIL%28kasetsart+university%29&sl=27&sessionSearchId=b761fae56c7c7610cc923d0c91ec3b72&relpos=189
191,25,A Biomechanical Comparison of Single-Leg Landing and Unplanned Sidestepping,https://www.scopus.com/search/submit/citedby.uri?origin=resultslist&src=s&eid=2-s2.0-85048896207,https://www.scopus.com/record/display.uri?eid=2-s2.0-85048896207&origin=resultslist&sort=cp-f&src=s&sid=b761fae56c7c7610cc923d0c91ec3b72&sot=b&sdt=cl&s=AFFIL%28kasetsart+university%29&sl=27&sessionSearchId=b761fae56c7c7610cc923d0c91ec3b72&relpos=190
192,25,Single and bimetallic catalyst screenings of noble metals for methane combustion,https://www.scopus.com/search/submit/citedby.uri?origin=resultslist&src=s&eid=2-s2.0-85044443818,https://www.scopus.com/record/display.uri?eid=2-s2.0-85044443818&origin=resultslist&sort=cp-f&src=s&sid=b761fae56c7c7610cc923d0c91ec3b72&sot=b&sdt=cl&s=AFFIL%28kasetsart+university%29&sl=27&sessionSearchId=b761fae56c7c7610cc923d0c91ec3b72&relpos=191
193,25,High-contrast optical vortex detection using the Talbot effect,https://www.scopus.com/search/submit/citedby.uri?origin=resultslist&src=s&eid=2-s2.0-85042674565,https://www.scopus.com/record/display.uri?eid=2-s2.0-85042674565&origin=resultslist&sort=cp-f&src=s&sid=b761fae56c7c7610cc923d0c91ec3b72&sot=b&sdt=cl&s=AFFIL%28kasetsart+university%29&sl=27&sessionSearchId=b761fae56c7c7610cc923d0c91ec3b72&relpos=192
194,25,"Evaluation of microstructure and quality characteristics of microwave-dried instant noodles enriched with chicken meat, egg yolk, and seaweed",https://www.scopus.com/search/submit/citedby.uri?origin=resultslist&src=s&eid=2-s2.0-85026918577,https://www.scopus.com/record/display.uri?eid=2-s2.0-85026918577&origin=resultslist&sort=cp-f&src=s&sid=b761fae56c7c7610cc923d0c91ec3b72&sot=b&sdt=cl&s=AFFIL%28kasetsart+university%29&sl=27&sessionSearchId=b761fae56c7c7610cc923d0c91ec3b72&relpos=193
195,25,Transcytosis involvement in transport system and endothelial permeability of vascular leakage during dengue virus infection,https://www.scopus.com/search/submit/citedby.uri?origin=resultslist&src=s&eid=2-s2.0-85041895723,https://www.scopus.com/record/display.uri?eid=2-s2.0-85041895723&origin=resultslist&sort=cp-f&src=s&sid=b761fae56c7c7610cc923d0c91ec3b72&sot=b&sdt=cl&s=AFFIL%28kasetsart+university%29&sl=27&sessionSearchId=b761fae56c7c7610cc923d0c91ec3b72&relpos=194
196,25,Investigation and recommendations on the promotion of sustainable consumption behavior among young consumers in Thailand,https://www.scopus.com/search/submit/citedby.uri?origin=resultslist&src=s&eid=2-s2.0-85044465148,https://www.scopus.com/record/display.uri?eid=2-s2.0-85044465148&origin=resultslist&sort=cp-f&src=s&sid=b761fae56c7c7610cc923d0c91ec3b72&sot=b&sdt=cl&s=AFFIL%28kasetsart+university%29&sl=27&sessionSearchId=b761fae56c7c7610cc923d0c91ec3b72&relpos=195
197,24,Interesterification optimization of waste cooking oil and ethyl acetate over homogeneous catalyst for biofuel production with engine validation,https://www.scopus.com/search/submit/citedby.uri?origin=resultslist&src=s&eid=2-s2.0-85053699407,https://www.scopus.com/record/display.uri?eid=2-s2.0-85053699407&origin=resultslist&sort=cp-f&src=s&sid=b761fae56c7c7610cc923d0c91ec3b72&sot=b&sdt=cl&s=AFFIL%28kasetsart+university%29&sl=27&sessionSearchId=b761fae56c7c7610cc923d0c91ec3b72&relpos=196
198,24,"Determination of water activity, total soluble solids and moisture, sucrose, glucose and fructose contents in osmotically dehydrated papaya using near-infrared spectroscopy",https://www.scopus.com/search/submit/citedby.uri?origin=resultslist&src=s&eid=2-s2.0-85057609210,https://www.scopus.com/record/display.uri?eid=2-s2.0-85057609210&origin=resultslist&sort=cp-f&src=s&sid=b761fae56c7c7610cc923d0c91ec3b72&sot=b&sdt=cl&s=AFFIL%28kasetsart+university%29&sl=27&sessionSearchId=b761fae56c7c7610cc923d0c91ec3b72&relpos=197
199,24,"Comparison of zinc, lead, cadmium, cobalt, manganese, iron, chromium and copper in duck eggs from three duck farm systems in Central and Western, Thailand",https://www.scopus.com/search/submit/citedby.uri?origin=resultslist&src=s&eid=2-s2.0-85048827143,https://www.scopus.com/record/display.uri?eid=2-s2.0-85048827143&origin=resultslist&sort=cp-f&src=s&sid=b761fae56c7c7610cc923d0c91ec3b72&sot=b&sdt=cl&s=AFFIL%28kasetsart+university%29&sl=27&sessionSearchId=b761fae56c7c7610cc923d0c91ec3b72&relpos=198
200,24,Getah virus epizootic among wild boars in Japan around 2012,https://www.scopus.com/search/submit/citedby.uri?origin=resultslist&src=s&eid=2-s2.0-85048056519,https://www.scopus.com/record/display.uri?eid=2-s2.0-85048056519&origin=resultslist&sort=cp-f&src=s&sid=b761fae56c7c7610cc923d0c91ec3b72&sot=b&sdt=cl&s=AFFIL%28kasetsart+university%29&sl=27&sessionSearchId=b761fae56c7c7610cc923d0c91ec3b72&relpos=199
201,24,"Preparation, aroma characteristics and volatile compounds of flavorings from enzymatic hydrolyzed rice bran protein concentrate",https://www.scopus.com/search/submit/citedby.uri?origin=resultslist&src=s&eid=2-s2.0-85044853484,https://www.scopus.com/record/display.uri?eid=2-s2.0-85044853484&origin=resultslist&sort=cp-f&src=s&sid=b761fae56c7c7610cc923d0c91ec3b72&sot=b&sdt=cl&s=AFFIL%28kasetsart+university%29&sl=27&sessionSearchId=b761fae56c7c7610cc923d0c91ec3b72&relpos=200
202,24,Positive role of 1-aminocyclopropane-1-carboxylate deaminase-producing endophytic Streptomyces sp. GMKU 336 on flooding resistance of mung bean,https://www.scopus.com/search/submit/citedby.uri?origin=resultslist&src=s&eid=2-s2.0-85054724597,https://www.scopus.com/record/display.uri?eid=2-s2.0-85054724597&origin=resultslist&sort=cp-f&src=s&sid=b761fae56c7c7610cc923d0c91ec3b72&sot=b&sdt=cl&s=AFFIL%28kasetsart+university%29&sl=27&sessionSearchId=b761fae56c7c7610cc923d0c91ec3b72&relpos=201
203,24,Predictive models for lettuce quality from internet of things-based hydroponic farm,https://www.scopus.com/search/submit/citedby.uri?origin=resultslist&src=s&eid=2-s2.0-85066497549,https://www.scopus.com/record/display.uri?eid=2-s2.0-85066497549&origin=resultslist&sort=cp-f&src=s&sid=b761fae56c7c7610cc923d0c91ec3b72&sot=b&sdt=cl&s=AFFIL%28kasetsart+university%29&sl=27&sessionSearchId=b761fae56c7c7610cc923d0c91ec3b72&relpos=202
204,24,Spatial patterns of local species richness reveal importance of frugivores for tropical forest diversity,https://www.scopus.com/search/submit/citedby.uri?origin=resultslist&src=s&eid=2-s2.0-85034624193,https://www.scopus.com/record/display.uri?eid=2-s2.0-85034624193&origin=resultslist&sort=cp-f&src=s&sid=b761fae56c7c7610cc923d0c91ec3b72&sot=b&sdt=cl&s=AFFIL%28kasetsart+university%29&sl=27&sessionSearchId=b761fae56c7c7610cc923d0c91ec3b72&relpos=203
205,24,Characterization of phytochemical profile and phytotoxic activity of Mimosa pigra L.,https://www.scopus.com/search/submit/citedby.uri?origin=resultslist&src=s&eid=2-s2.0-85049945654,https://www.scopus.com/record/display.uri?eid=2-s2.0-85049945654&origin=resultslist&sort=cp-f&src=s&sid=b761fae56c7c7610cc923d0c91ec3b72&sot=b&sdt=cl&s=AFFIL%28kasetsart+university%29&sl=27&sessionSearchId=b761fae56c7c7610cc923d0c91ec3b72&relpos=204
206,24,Effect of precooking and superheated steam treatment on quality of black glutinous rice,https://www.scopus.com/search/submit/citedby.uri?origin=resultslist&src=s&eid=2-s2.0-85053692363,https://www.scopus.com/record/display.uri?eid=2-s2.0-85053692363&origin=resultslist&sort=cp-f&src=s&sid=b761fae56c7c7610cc923d0c91ec3b72&sot=b&sdt=cl&s=AFFIL%28kasetsart+university%29&sl=27&sessionSearchId=b761fae56c7c7610cc923d0c91ec3b72&relpos=205
207,24,"The International Long-Term Ecological Research–East Asia–Pacific Regional Network (ILTER-EAP): history, development, and perspectives",https://www.scopus.com/search/submit/citedby.uri?origin=resultslist&src=s&eid=2-s2.0-85039052739,https://www.scopus.com/record/display.uri?eid=2-s2.0-85039052739&origin=resultslist&sort=cp-f&src=s&sid=b761fae56c7c7610cc923d0c91ec3b72&sot=b&sdt=cl&s=AFFIL%28kasetsart+university%29&sl=27&sessionSearchId=b761fae56c7c7610cc923d0c91ec3b72&relpos=206
208,23,Prediction models of starch content in fresh cassava roots for a tapioca starch manufacturer in Thailand,https://www.scopus.com/search/submit/citedby.uri?origin=resultslist&src=s&eid=2-s2.0-85053768476,https://www.scopus.com/record/display.uri?eid=2-s2.0-85053768476&origin=resultslist&sort=cp-f&src=s&sid=b761fae56c7c7610cc923d0c91ec3b72&sot=b&sdt=cl&s=AFFIL%28kasetsart+university%29&sl=27&sessionSearchId=b761fae56c7c7610cc923d0c91ec3b72&relpos=207
209,23,Photosynthetic responses and identification of salt tolerance genes in a chromosome segment substitution line of ‘Khao dawk Mali 105’ rice,https://www.scopus.com/search/submit/citedby.uri?origin=resultslist&src=s&eid=2-s2.0-85051244550,https://www.scopus.com/record/display.uri?eid=2-s2.0-85051244550&origin=resultslist&sort=cp-f&src=s&sid=b761fae56c7c7610cc923d0c91ec3b72&sot=b&sdt=cl&s=AFFIL%28kasetsart+university%29&sl=27&sessionSearchId=b761fae56c7c7610cc923d0c91ec3b72&relpos=208
210,23,Physicochemical properties and flavor retention ability of alkaline calcium hydroxide-mungbean starch films,https://www.scopus.com/search/submit/citedby.uri?origin=resultslist&src=s&eid=2-s2.0-85049342855,https://www.scopus.com/record/display.uri?eid=2-s2.0-85049342855&origin=resultslist&sort=cp-f&src=s&sid=b761fae56c7c7610cc923d0c91ec3b72&sot=b&sdt=cl&s=AFFIL%28kasetsart+university%29&sl=27&sessionSearchId=b761fae56c7c7610cc923d0c91ec3b72&relpos=209
211,23,Student performance prediction model for early-identification of at-risk students in traditional classroom settings,https://www.scopus.com/search/submit/citedby.uri?origin=resultslist&src=s&eid=2-s2.0-85058664647,https://www.scopus.com/record/display.uri?eid=2-s2.0-85058664647&origin=resultslist&sort=cp-f&src=s&sid=b761fae56c7c7610cc923d0c91ec3b72&sot=b&sdt=cl&s=AFFIL%28kasetsart+university%29&sl=27&sessionSearchId=b761fae56c7c7610cc923d0c91ec3b72&relpos=210
212,23,Comparison of closed chamber and eddy covariance methods to improve the understanding of methane fluxes from rice paddy fields in Japan,https://www.scopus.com/search/submit/citedby.uri?origin=resultslist&src=s&eid=2-s2.0-85053635178,https://www.scopus.com/record/display.uri?eid=2-s2.0-85053635178&origin=resultslist&sort=cp-f&src=s&sid=b761fae56c7c7610cc923d0c91ec3b72&sot=b&sdt=cl&s=AFFIL%28kasetsart+university%29&sl=27&sessionSearchId=b761fae56c7c7610cc923d0c91ec3b72&relpos=211
213,23,Species identification of horse flies (Diptera: Tabanidae) in Thailand using DNA barcoding,https://www.scopus.com/search/submit/citedby.uri?origin=resultslist&src=s&eid=2-s2.0-85049449986,https://www.scopus.com/record/display.uri?eid=2-s2.0-85049449986&origin=resultslist&sort=cp-f&src=s&sid=b761fae56c7c7610cc923d0c91ec3b72&sot=b&sdt=cl&s=AFFIL%28kasetsart+university%29&sl=27&sessionSearchId=b761fae56c7c7610cc923d0c91ec3b72&relpos=212
214,23,Fast and convenient growth of vertically aligned ZnO nanorods via microwave plasma-assisted thermal evaporation,https://www.scopus.com/search/submit/citedby.uri?origin=resultslist&src=s&eid=2-s2.0-85045737350,https://www.scopus.com/record/display.uri?eid=2-s2.0-85045737350&origin=resultslist&sort=cp-f&src=s&sid=b761fae56c7c7610cc923d0c91ec3b72&sot=b&sdt=cl&s=AFFIL%28kasetsart+university%29&sl=27&sessionSearchId=b761fae56c7c7610cc923d0c91ec3b72&relpos=213
215,23,Enhancement and Analysis of Human Antiaflatoxin B1 (AFB1) scFv Antibody-Ligand Interaction Using Chain Shuffling,https://www.scopus.com/search/submit/citedby.uri?origin=resultslist&src=s&eid=2-s2.0-85047753364,https://www.scopus.com/record/display.uri?eid=2-s2.0-85047753364&origin=resultslist&sort=cp-f&src=s&sid=b761fae56c7c7610cc923d0c91ec3b72&sot=b&sdt=cl&s=AFFIL%28kasetsart+university%29&sl=27&sessionSearchId=b761fae56c7c7610cc923d0c91ec3b72&relpos=214
216,23,Furfural to Furfuryl Alcohol: Computational Study of the Hydrogen Transfer on Lewis Acidic BEA Zeolites and Effects of Cation Exchange and Tetravalent Metal Substitution,https://www.scopus.com/search/submit/citedby.uri?origin=resultslist&src=s&eid=2-s2.0-85048289868,https://www.scopus.com/record/display.uri?eid=2-s2.0-85048289868&origin=resultslist&sort=cp-f&src=s&sid=b761fae56c7c7610cc923d0c91ec3b72&sot=b&sdt=cl&s=AFFIL%28kasetsart+university%29&sl=27&sessionSearchId=b761fae56c7c7610cc923d0c91ec3b72&relpos=215
217,23,Coherent light squeezing states within a modified microring system,https://www.scopus.com/search/submit/citedby.uri?origin=resultslist&src=s&eid=2-s2.0-85042767014,https://www.scopus.com/record/display.uri?eid=2-s2.0-85042767014&origin=resultslist&sort=cp-f&src=s&sid=b761fae56c7c7610cc923d0c91ec3b72&sot=b&sdt=cl&s=AFFIL%28kasetsart+university%29&sl=27&sessionSearchId=b761fae56c7c7610cc923d0c91ec3b72&relpos=216
218,23,Fuzzy logic control of a battery energy storage system for stability improvement in an islanded microgrid,https://www.scopus.com/search/submit/citedby.uri?origin=resultslist&src=s&eid=2-s2.0-85047151191,https://www.scopus.com/record/display.uri?eid=2-s2.0-85047151191&origin=resultslist&sort=cp-f&src=s&sid=b761fae56c7c7610cc923d0c91ec3b72&sot=b&sdt=cl&s=AFFIL%28kasetsart+university%29&sl=27&sessionSearchId=b761fae56c7c7610cc923d0c91ec3b72&relpos=217
219,23,"Preliminary quantification of the permeability, solubility and diffusion coefficients of major aroma compounds present in herbs through various plastic packaging materials",https://www.scopus.com/search/submit/citedby.uri?origin=resultslist&src=s&eid=2-s2.0-85041566207,https://www.scopus.com/record/display.uri?eid=2-s2.0-85041566207&origin=resultslist&sort=cp-f&src=s&sid=b761fae56c7c7610cc923d0c91ec3b72&sot=b&sdt=cl&s=AFFIL%28kasetsart+university%29&sl=27&sessionSearchId=b761fae56c7c7610cc923d0c91ec3b72&relpos=218
220,23,Genetic diversity of fusarium oxysporum f. Sp. cubense in east and Central Africa,https://www.scopus.com/search/submit/citedby.uri?origin=resultslist&src=s&eid=2-s2.0-85042399122,https://www.scopus.com/record/display.uri?eid=2-s2.0-85042399122&origin=resultslist&sort=cp-f&src=s&sid=b761fae56c7c7610cc923d0c91ec3b72&sot=b&sdt=cl&s=AFFIL%28kasetsart+university%29&sl=27&sessionSearchId=b761fae56c7c7610cc923d0c91ec3b72&relpos=219
221,23,Microencapsulation of Thai rice grass (O. Sativa cv. Khao Dawk Mali 105) extract incorporated to form bioactive carboxymethyl cellulose edible film,https://www.scopus.com/search/submit/citedby.uri?origin=resultslist&src=s&eid=2-s2.0-85029543854,https://www.scopus.com/record/display.uri?eid=2-s2.0-85029543854&origin=resultslist&sort=cp-f&src=s&sid=b761fae56c7c7610cc923d0c91ec3b72&sot=b&sdt=cl&s=AFFIL%28kasetsart+university%29&sl=27&sessionSearchId=b761fae56c7c7610cc923d0c91ec3b72&relpos=220
222,23,Surface decontamination of Salmonella Typhimurium and Escherichia coli on sweet basil by ozone microbubbles,https://www.scopus.com/search/submit/citedby.uri?origin=resultslist&src=s&eid=2-s2.0-85068258670,https://www.scopus.com/record/display.uri?eid=2-s2.0-85068258670&origin=resultslist&sort=cp-f&src=s&sid=b761fae56c7c7610cc923d0c91ec3b72&sot=b&sdt=cl&s=AFFIL%28kasetsart+university%29&sl=27&sessionSearchId=b761fae56c7c7610cc923d0c91ec3b72&relpos=221
223,23,"Effects of moist- and dry-heat cooking on the meat quality, microstructure and sensory characteristics of native chicken meat",https://www.scopus.com/search/submit/citedby.uri?origin=resultslist&src=s&eid=2-s2.0-85028300764,https://www.scopus.com/record/display.uri?eid=2-s2.0-85028300764&origin=resultslist&sort=cp-f&src=s&sid=b761fae56c7c7610cc923d0c91ec3b72&sot=b&sdt=cl&s=AFFIL%28kasetsart+university%29&sl=27&sessionSearchId=b761fae56c7c7610cc923d0c91ec3b72&relpos=222
224,22,Ultrasound-Assisted Extraction of Antioxidant and Antibacterial Phenolic Compounds from Steam-Exploded Sugarcane Bagasse,https://www.scopus.com/search/submit/citedby.uri?origin=resultslist&src=s&eid=2-s2.0-85040357111,https://www.scopus.com/record/display.uri?eid=2-s2.0-85040357111&origin=resultslist&sort=cp-f&src=s&sid=b761fae56c7c7610cc923d0c91ec3b72&sot=b&sdt=cl&s=AFFIL%28kasetsart+university%29&sl=27&sessionSearchId=b761fae56c7c7610cc923d0c91ec3b72&relpos=223
