order,citations_count,title,cities_link,main_link
1045,1,Preliminary observation on feeding behaviour and physical characteristics of goats following supplementation of Sesbania grandiflora leaves,https://www.scopus.com/search/submit/citedby.uri?origin=resultslist&src=s&eid=2-s2.0-85056306402,https://www.scopus.com/record/display.uri?eid=2-s2.0-85056306402&origin=resultslist&sort=cp-f&src=s&sid=b761fae56c7c7610cc923d0c91ec3b72&sot=b&sdt=cl&s=AFFIL%28kasetsart+university%29&sl=27&sessionSearchId=b761fae56c7c7610cc923d0c91ec3b72&relpos=1044
1046,1,"Altered kinematics after anterior cruciate ligament reconstruction, and their role in the prevention of osteoarthritis",https://www.scopus.com/search/submit/citedby.uri?origin=resultslist&src=s&eid=2-s2.0-85054265633,https://www.scopus.com/record/display.uri?eid=2-s2.0-85054265633&origin=resultslist&sort=cp-f&src=s&sid=b761fae56c7c7610cc923d0c91ec3b72&sot=b&sdt=cl&s=AFFIL%28kasetsart+university%29&sl=27&sessionSearchId=b761fae56c7c7610cc923d0c91ec3b72&relpos=1045
1047,1,A Case Study on Offshore Platform Deformation Monitoring by using InSAR,https://www.scopus.com/search/submit/citedby.uri?origin=resultslist&src=s&eid=2-s2.0-85055493921,https://www.scopus.com/record/display.uri?eid=2-s2.0-85055493921&origin=resultslist&sort=cp-f&src=s&sid=b761fae56c7c7610cc923d0c91ec3b72&sot=b&sdt=cl&s=AFFIL%28kasetsart+university%29&sl=27&sessionSearchId=b761fae56c7c7610cc923d0c91ec3b72&relpos=1046
1048,1,Ozonation as cyanophyta control method for water treatment,https://www.scopus.com/search/submit/citedby.uri?origin=resultslist&src=s&eid=2-s2.0-85054784691,https://www.scopus.com/record/display.uri?eid=2-s2.0-85054784691&origin=resultslist&sort=cp-f&src=s&sid=b761fae56c7c7610cc923d0c91ec3b72&sot=b&sdt=cl&s=AFFIL%28kasetsart+university%29&sl=27&sessionSearchId=b761fae56c7c7610cc923d0c91ec3b72&relpos=1047
1049,1,An nO(1/ϵ) Approximation Scheme for the Minimum Dominating Set in Unit Disk Graphs,https://www.scopus.com/search/submit/citedby.uri?origin=resultslist&src=s&eid=2-s2.0-85057729634,https://www.scopus.com/record/display.uri?eid=2-s2.0-85057729634&origin=resultslist&sort=cp-f&src=s&sid=b761fae56c7c7610cc923d0c91ec3b72&sot=b&sdt=cl&s=AFFIL%28kasetsart+university%29&sl=27&sessionSearchId=b761fae56c7c7610cc923d0c91ec3b72&relpos=1048
1050,1,"Cultural adaptation of community toward social impact from the policy on the Border Special Economic Zone: A case study of Tha Sai Luat community, Mae Sot district, Tak province",https://www.scopus.com/search/submit/citedby.uri?origin=resultslist&src=s&eid=2-s2.0-85129491430,https://www.scopus.com/record/display.uri?eid=2-s2.0-85129491430&origin=resultslist&sort=cp-f&src=s&sid=b761fae56c7c7610cc923d0c91ec3b72&sot=b&sdt=cl&s=AFFIL%28kasetsart+university%29&sl=27&sessionSearchId=b761fae56c7c7610cc923d0c91ec3b72&relpos=1049
1051,1,Changes of chlorophyll a in an intertidal bangtaboon estuary in relation to tidal driven salinity and nutrients,https://www.scopus.com/search/submit/citedby.uri?origin=resultslist&src=s&eid=2-s2.0-85066809513,https://www.scopus.com/record/display.uri?eid=2-s2.0-85066809513&origin=resultslist&sort=cp-f&src=s&sid=b761fae56c7c7610cc923d0c91ec3b72&sot=b&sdt=cl&s=AFFIL%28kasetsart+university%29&sl=27&sessionSearchId=b761fae56c7c7610cc923d0c91ec3b72&relpos=1050
1052,1,Effect of plant harvesting on greenhouse gas emission from vertical subsurface flow constructed wetlands treating low-strength sewage,https://www.scopus.com/search/submit/citedby.uri?origin=resultslist&src=s&eid=2-s2.0-85055697737,https://www.scopus.com/record/display.uri?eid=2-s2.0-85055697737&origin=resultslist&sort=cp-f&src=s&sid=b761fae56c7c7610cc923d0c91ec3b72&sot=b&sdt=cl&s=AFFIL%28kasetsart+university%29&sl=27&sessionSearchId=b761fae56c7c7610cc923d0c91ec3b72&relpos=1051
1053,1,Colour attributes usage as easy method to evaluate starch content in fresh pumpkin,https://www.scopus.com/search/submit/citedby.uri?origin=resultslist&src=s&eid=2-s2.0-85053633575,https://www.scopus.com/record/display.uri?eid=2-s2.0-85053633575&origin=resultslist&sort=cp-f&src=s&sid=b761fae56c7c7610cc923d0c91ec3b72&sot=b&sdt=cl&s=AFFIL%28kasetsart+university%29&sl=27&sessionSearchId=b761fae56c7c7610cc923d0c91ec3b72&relpos=1052
1054,1,Estimation of EMO Mode based on Synchrophasor data of Low Inertia Power System,https://www.scopus.com/search/submit/citedby.uri?origin=resultslist&src=s&eid=2-s2.0-85053614265,https://www.scopus.com/record/display.uri?eid=2-s2.0-85053614265&origin=resultslist&sort=cp-f&src=s&sid=b761fae56c7c7610cc923d0c91ec3b72&sot=b&sdt=cl&s=AFFIL%28kasetsart+university%29&sl=27&sessionSearchId=b761fae56c7c7610cc923d0c91ec3b72&relpos=1053
1055,1,The determinants of employee acceptance of mobile learning at a Thai state-owned enterprise,https://www.scopus.com/search/submit/citedby.uri?origin=resultslist&src=s&eid=2-s2.0-85056726211,https://www.scopus.com/record/display.uri?eid=2-s2.0-85056726211&origin=resultslist&sort=cp-f&src=s&sid=b761fae56c7c7610cc923d0c91ec3b72&sot=b&sdt=cl&s=AFFIL%28kasetsart+university%29&sl=27&sessionSearchId=b761fae56c7c7610cc923d0c91ec3b72&relpos=1054
